头结点	边	尾节点
33	word2word	331
33	word2word	142
33	word2word	9
33	word2word	33
330	word2word	331
330	word2word	142
330	word2word	9
330	word2word	33
331	word2word	142
331	word2word	9
331	word2word	33
142	word2word	9
142	word2word	33
9	word2word	33
154	word2word	332
154	word2word	333
332	word2word	333
335	word2word	336
335	word2word	337
335	word2word	276
336	word2word	337
336	word2word	276
337	word2word	276
338	word2word	339
276	word2word	279
276	word2word	58
279	word2word	58
341	word2word	342
341	word2word	88
341	word2word	276
341	word2word	300
342	word2word	88
342	word2word	276
342	word2word	300
88	word2word	276
88	word2word	300
276	word2word	300
175	word2word	9
42	word2word	276
326	word2word	99
326	word2word	276
99	word2word	276
155	word2word	276
343	word2word	69
343	word2word	317
343	word2word	69
69	word2word	317
69	word2word	69
317	word2word	69
10	word2word	142
175	word2word	346
175	word2word	347
175	word2word	348
175	word2word	349
175	word2word	116
175	word2word	276
346	word2word	347
346	word2word	348
346	word2word	349
346	word2word	116
346	word2word	276
347	word2word	348
347	word2word	349
347	word2word	116
347	word2word	276
348	word2word	349
348	word2word	116
348	word2word	276
349	word2word	116
349	word2word	276
116	word2word	276
88	word2word	276
350	word2word	351
350	word2word	276
350	word2word	276
351	word2word	276
351	word2word	276
276	word2word	276
352	word2word	155
352	word2word	276
155	word2word	276
353	word2word	276
354	word2word	355
354	word2word	276
354	word2word	71
354	word2word	106
354	word2word	356
354	word2word	356
355	word2word	276
355	word2word	71
355	word2word	106
355	word2word	356
355	word2word	356
276	word2word	71
276	word2word	106
276	word2word	356
276	word2word	356
71	word2word	106
71	word2word	356
71	word2word	356
106	word2word	356
106	word2word	356
356	word2word	356
357	word2word	276
276	word2word	315
276	word2word	358
315	word2word	358
276	word2word	359
64	word2word	360
153	word2word	155
153	word2word	361
153	word2word	249
153	word2word	11
153	word2word	176
153	word2word	362
153	word2word	104
153	word2word	105
153	word2word	363
153	word2word	71
153	word2word	80
153	word2word	249
153	word2word	364
153	word2word	71
153	word2word	105
153	word2word	365
153	word2word	23
153	word2word	207
155	word2word	361
155	word2word	249
155	word2word	11
155	word2word	176
155	word2word	362
155	word2word	104
155	word2word	105
155	word2word	363
155	word2word	71
155	word2word	80
155	word2word	249
155	word2word	364
155	word2word	71
155	word2word	105
155	word2word	365
155	word2word	23
155	word2word	207
361	word2word	249
361	word2word	11
361	word2word	176
361	word2word	362
361	word2word	104
361	word2word	105
361	word2word	363
361	word2word	71
361	word2word	80
361	word2word	249
361	word2word	364
361	word2word	71
361	word2word	105
361	word2word	365
361	word2word	23
361	word2word	207
249	word2word	11
249	word2word	176
249	word2word	362
249	word2word	104
249	word2word	105
249	word2word	363
249	word2word	71
249	word2word	80
249	word2word	249
249	word2word	364
249	word2word	71
249	word2word	105
249	word2word	365
249	word2word	23
249	word2word	207
11	word2word	176
11	word2word	362
11	word2word	104
11	word2word	105
11	word2word	363
11	word2word	71
11	word2word	80
11	word2word	249
11	word2word	364
11	word2word	71
11	word2word	105
11	word2word	365
11	word2word	23
11	word2word	207
176	word2word	362
176	word2word	104
176	word2word	105
176	word2word	363
176	word2word	71
176	word2word	80
176	word2word	249
176	word2word	364
176	word2word	71
176	word2word	105
176	word2word	365
176	word2word	23
176	word2word	207
362	word2word	104
362	word2word	105
362	word2word	363
362	word2word	71
362	word2word	80
362	word2word	249
362	word2word	364
362	word2word	71
362	word2word	105
362	word2word	365
362	word2word	23
362	word2word	207
104	word2word	105
104	word2word	363
104	word2word	71
104	word2word	80
104	word2word	249
104	word2word	364
104	word2word	71
104	word2word	105
104	word2word	365
104	word2word	23
104	word2word	207
105	word2word	363
105	word2word	71
105	word2word	80
105	word2word	249
105	word2word	364
105	word2word	71
105	word2word	105
105	word2word	365
105	word2word	23
105	word2word	207
363	word2word	71
363	word2word	80
363	word2word	249
363	word2word	364
363	word2word	71
363	word2word	105
363	word2word	365
363	word2word	23
363	word2word	207
71	word2word	80
71	word2word	249
71	word2word	364
71	word2word	71
71	word2word	105
71	word2word	365
71	word2word	23
71	word2word	207
80	word2word	249
80	word2word	364
80	word2word	71
80	word2word	105
80	word2word	365
80	word2word	23
80	word2word	207
249	word2word	364
249	word2word	71
249	word2word	105
249	word2word	365
249	word2word	23
249	word2word	207
364	word2word	71
364	word2word	105
364	word2word	365
364	word2word	23
364	word2word	207
71	word2word	105
71	word2word	365
71	word2word	23
71	word2word	207
105	word2word	365
105	word2word	23
105	word2word	207
365	word2word	23
365	word2word	207
23	word2word	207
366	word2word	367
366	word2word	368
366	word2word	366
366	word2word	369
367	word2word	368
367	word2word	366
367	word2word	369
368	word2word	366
368	word2word	369
366	word2word	369
370	word2word	64
370	word2word	371
370	word2word	134
370	word2word	372
64	word2word	371
64	word2word	134
64	word2word	372
371	word2word	134
371	word2word	372
134	word2word	372
373	word2word	361
373	word2word	374
373	word2word	375
373	word2word	376
361	word2word	374
361	word2word	375
361	word2word	376
374	word2word	375
374	word2word	376
375	word2word	376
376	word2word	377
315	word2word	376
378	word2word	376
11	word2word	376
380	word2word	381
380	word2word	376
381	word2word	376
382	word2word	273
383	word2word	315
383	word2word	22
383	word2word	300
383	word2word	136
315	word2word	22
315	word2word	300
315	word2word	136
22	word2word	300
22	word2word	136
300	word2word	136
384	word2word	385
384	word2word	134
384	word2word	372
385	word2word	134
385	word2word	372
134	word2word	372
375	word2word	376
376	word2word	386
64	word2word	376
134	word2word	372
134	word2word	127
372	word2word	127
361	word2word	376
134	word2word	372
116	word2word	387
116	word2word	388
116	word2word	389
116	word2word	390
116	word2word	391
116	word2word	376
387	word2word	388
387	word2word	389
387	word2word	390
387	word2word	391
387	word2word	376
388	word2word	389
388	word2word	390
388	word2word	391
388	word2word	376
389	word2word	390
389	word2word	391
389	word2word	376
390	word2word	391
390	word2word	376
391	word2word	376
134	word2word	372
392	word2word	393
392	word2word	394
392	word2word	68
392	word2word	64
392	word2word	269
392	word2word	395
392	word2word	396
392	word2word	192
393	word2word	394
393	word2word	68
393	word2word	64
393	word2word	269
393	word2word	395
393	word2word	396
393	word2word	192
394	word2word	68
394	word2word	64
394	word2word	269
394	word2word	395
394	word2word	396
394	word2word	192
68	word2word	64
68	word2word	269
68	word2word	395
68	word2word	396
68	word2word	192
64	word2word	269
64	word2word	395
64	word2word	396
64	word2word	192
269	word2word	395
269	word2word	396
269	word2word	192
395	word2word	396
395	word2word	192
396	word2word	192
397	word2word	134
397	word2word	372
397	word2word	398
397	word2word	399
397	word2word	71
134	word2word	372
134	word2word	398
134	word2word	399
134	word2word	71
372	word2word	398
372	word2word	399
372	word2word	71
398	word2word	399
398	word2word	71
399	word2word	71
9	word2word	64
9	word2word	400
9	word2word	376
64	word2word	400
64	word2word	376
400	word2word	376
401	word2word	376
372	word2word	402
372	word2word	134
372	word2word	372
402	word2word	134
402	word2word	372
134	word2word	372
403	word2word	68
403	word2word	134
68	word2word	134
404	word2word	405
404	word2word	406
404	word2word	315
404	word2word	407
404	word2word	408
404	word2word	409
404	word2word	410
404	word2word	134
404	word2word	372
405	word2word	406
405	word2word	315
405	word2word	407
405	word2word	408
405	word2word	409
405	word2word	410
405	word2word	134
405	word2word	372
406	word2word	315
406	word2word	407
406	word2word	408
406	word2word	409
406	word2word	410
406	word2word	134
406	word2word	372
315	word2word	407
315	word2word	408
315	word2word	409
315	word2word	410
315	word2word	134
315	word2word	372
407	word2word	408
407	word2word	409
407	word2word	410
407	word2word	134
407	word2word	372
408	word2word	409
408	word2word	410
408	word2word	134
408	word2word	372
409	word2word	410
409	word2word	134
409	word2word	372
410	word2word	134
410	word2word	372
134	word2word	372
411	word2word	412
411	word2word	413
411	word2word	116
411	word2word	376
412	word2word	413
412	word2word	116
412	word2word	376
413	word2word	116
413	word2word	376
116	word2word	376
414	word2word	134
414	word2word	372
134	word2word	372
415	word2word	416
22	word2word	417
22	word2word	418
22	word2word	40
22	word2word	419
22	word2word	315
22	word2word	382
22	word2word	273
417	word2word	418
417	word2word	40
417	word2word	419
417	word2word	315
417	word2word	382
417	word2word	273
418	word2word	40
418	word2word	419
418	word2word	315
418	word2word	382
418	word2word	273
40	word2word	419
40	word2word	315
40	word2word	382
40	word2word	273
419	word2word	315
419	word2word	382
419	word2word	273
315	word2word	382
315	word2word	273
382	word2word	273
376	word2word	420
376	word2word	313
376	word2word	421
376	word2word	422
420	word2word	313
420	word2word	421
420	word2word	422
313	word2word	421
313	word2word	422
421	word2word	422
134	word2word	372
134	word2word	423
134	word2word	211
134	word2word	424
134	word2word	381
372	word2word	423
372	word2word	211
372	word2word	424
372	word2word	381
423	word2word	211
423	word2word	424
423	word2word	381
211	word2word	424
211	word2word	381
424	word2word	381
68	word2word	425
68	word2word	426
425	word2word	426
315	word2word	376
376	word2word	414
376	word2word	223
414	word2word	223
96	word2word	427
96	word2word	11
96	word2word	428
96	word2word	319
96	word2word	116
427	word2word	11
427	word2word	428
427	word2word	319
427	word2word	116
11	word2word	428
11	word2word	319
11	word2word	116
428	word2word	319
428	word2word	116
319	word2word	116
394	word2word	414
361	word2word	429
361	word2word	394
429	word2word	394
430	word2word	431
430	word2word	380
430	word2word	432
431	word2word	380
431	word2word	432
380	word2word	432
389	word2word	64
389	word2word	414
389	word2word	134
389	word2word	372
64	word2word	414
64	word2word	134
64	word2word	372
414	word2word	134
414	word2word	372
134	word2word	372
433	word2word	375
433	word2word	376
375	word2word	376
389	word2word	376
9	word2word	434
9	word2word	134
9	word2word	372
434	word2word	134
434	word2word	372
134	word2word	372
180	word2word	376
180	word2word	400
180	word2word	361
180	word2word	435
180	word2word	129
376	word2word	400
376	word2word	361
376	word2word	435
376	word2word	129
400	word2word	361
400	word2word	435
400	word2word	129
361	word2word	435
361	word2word	129
435	word2word	129
219	word2word	436
219	word2word	218
219	word2word	389
219	word2word	437
219	word2word	323
219	word2word	438
219	word2word	223
219	word2word	134
219	word2word	372
436	word2word	218
436	word2word	389
436	word2word	437
436	word2word	323
436	word2word	438
436	word2word	223
436	word2word	134
436	word2word	372
218	word2word	389
218	word2word	437
218	word2word	323
218	word2word	438
218	word2word	223
218	word2word	134
218	word2word	372
389	word2word	437
389	word2word	323
389	word2word	438
389	word2word	223
389	word2word	134
389	word2word	372
437	word2word	323
437	word2word	438
437	word2word	223
437	word2word	134
437	word2word	372
323	word2word	438
323	word2word	223
323	word2word	134
323	word2word	372
438	word2word	223
438	word2word	134
438	word2word	372
223	word2word	134
223	word2word	372
134	word2word	372
85	word2word	439
85	word2word	376
439	word2word	376
440	word2word	375
440	word2word	376
375	word2word	376
64	word2word	441
264	word2word	64
264	word2word	349
264	word2word	442
264	word2word	443
264	word2word	444
64	word2word	349
64	word2word	442
64	word2word	443
64	word2word	444
349	word2word	442
349	word2word	443
349	word2word	444
442	word2word	443
442	word2word	444
443	word2word	444
445	word2word	79
445	word2word	446
445	word2word	64
445	word2word	155
445	word2word	191
445	word2word	64
445	word2word	447
79	word2word	446
79	word2word	64
79	word2word	155
79	word2word	191
79	word2word	64
79	word2word	447
446	word2word	64
446	word2word	155
446	word2word	191
446	word2word	64
446	word2word	447
64	word2word	155
64	word2word	191
64	word2word	64
64	word2word	447
155	word2word	191
155	word2word	64
155	word2word	447
191	word2word	64
191	word2word	447
64	word2word	447
9	word2word	448
9	word2word	449
9	word2word	449
448	word2word	449
448	word2word	449
449	word2word	449
450	word2word	451
450	word2word	452
450	word2word	453
451	word2word	452
451	word2word	453
452	word2word	453
454	word2word	455
454	word2word	15
455	word2word	15
62	word2word	456
62	word2word	457
62	word2word	458
62	word2word	406
62	word2word	315
62	word2word	459
62	word2word	460
62	word2word	461
62	word2word	79
62	word2word	283
456	word2word	457
456	word2word	458
456	word2word	406
456	word2word	315
456	word2word	459
456	word2word	460
456	word2word	461
456	word2word	79
456	word2word	283
457	word2word	458
457	word2word	406
457	word2word	315
457	word2word	459
457	word2word	460
457	word2word	461
457	word2word	79
457	word2word	283
458	word2word	406
458	word2word	315
458	word2word	459
458	word2word	460
458	word2word	461
458	word2word	79
458	word2word	283
406	word2word	315
406	word2word	459
406	word2word	460
406	word2word	461
406	word2word	79
406	word2word	283
315	word2word	459
315	word2word	460
315	word2word	461
315	word2word	79
315	word2word	283
459	word2word	460
459	word2word	461
459	word2word	79
459	word2word	283
460	word2word	461
460	word2word	79
460	word2word	283
461	word2word	79
461	word2word	283
79	word2word	283
462	word2word	463
34	word2word	35
34	word2word	85
34	word2word	326
34	word2word	464
34	word2word	85
35	word2word	85
35	word2word	326
35	word2word	464
35	word2word	85
85	word2word	326
85	word2word	464
85	word2word	85
326	word2word	464
326	word2word	85
464	word2word	85
465	word2word	375
465	word2word	466
465	word2word	467
375	word2word	466
375	word2word	467
466	word2word	467
293	word2word	468
470	word2word	471
470	word2word	196
471	word2word	196
116	word2word	472
473	word2word	474
473	word2word	475
474	word2word	475
476	word2word	293
476	word2word	477
476	word2word	48
476	word2word	71
476	word2word	106
293	word2word	477
293	word2word	48
293	word2word	71
293	word2word	106
477	word2word	48
477	word2word	71
477	word2word	106
48	word2word	71
48	word2word	106
71	word2word	106
480	word2word	481
480	word2word	482
480	word2word	483
480	word2word	484
481	word2word	482
481	word2word	483
481	word2word	484
482	word2word	483
482	word2word	484
483	word2word	484
485	word2word	40
485	word2word	64
485	word2word	475
485	word2word	315
485	word2word	486
485	word2word	474
485	word2word	31
40	word2word	64
40	word2word	475
40	word2word	315
40	word2word	486
40	word2word	474
40	word2word	31
64	word2word	475
64	word2word	315
64	word2word	486
64	word2word	474
64	word2word	31
475	word2word	315
475	word2word	486
475	word2word	474
475	word2word	31
315	word2word	486
315	word2word	474
315	word2word	31
486	word2word	474
486	word2word	31
474	word2word	31
487	word2word	37
488	word2word	489
490	word2word	491
490	word2word	71
491	word2word	71
492	word2word	493
494	word2word	328
494	word2word	495
328	word2word	495
496	word2word	497
96	word2word	498
96	word2word	483
96	word2word	499
96	word2word	500
96	word2word	484
96	word2word	501
498	word2word	483
498	word2word	499
498	word2word	500
498	word2word	484
498	word2word	501
483	word2word	499
483	word2word	500
483	word2word	484
483	word2word	501
499	word2word	500
499	word2word	484
499	word2word	501
500	word2word	484
500	word2word	501
484	word2word	501
9	word2word	502
503	word2word	504
279	word2word	444
507	word2word	508
509	word2word	375
509	word2word	510
509	word2word	66
375	word2word	510
375	word2word	66
510	word2word	66
511	word2word	42
511	word2word	326
511	word2word	512
511	word2word	513
42	word2word	326
42	word2word	512
42	word2word	513
326	word2word	512
326	word2word	513
512	word2word	513
514	word2word	515
516	word2word	517
516	word2word	6
516	word2word	518
516	word2word	519
516	word2word	6
517	word2word	6
517	word2word	518
517	word2word	519
517	word2word	6
6	word2word	518
6	word2word	519
6	word2word	6
518	word2word	519
518	word2word	6
519	word2word	6
96	word2word	520
521	word2word	522
521	word2word	523
522	word2word	523
524	word2word	476
526	word2word	22
114	word2word	351
114	word2word	527
351	word2word	527
528	word2word	529
528	word2word	80
529	word2word	80
530	word2word	531
530	word2word	532
531	word2word	532
18	word2word	534
18	word2word	497
534	word2word	497
535	word2word	250
